/home/pbqv20/anaconda3/envs/arcface/lib/python3.9/site-packages/torch/utils/_contextlib.py:125: UserWarning: Decorating classes is deprecated and will be disabled in future versions. You should only decorate functions or methods. To preserve the current behavior of class decoration, you can directly decorate the `__init__` method and nothing else.
Training: 2024-03-22 03:27:15,426-Speed 428.15 samples/sec   Loss 20.9720   LearningRate 0.008870   Epoch: 11   Global Step: 113040   Fp16 Grad Scale: 32768   Required: 25 hours
Training: 2024-03-22 03:27:18,414-Speed 428.37 samples/sec   Loss 21.3409   LearningRate 0.008869   Epoch: 11   Global Step: 113050   Fp16 Grad Scale: 32768   Required: 25 hours
Training: 2024-03-22 03:27:21,402-Speed 428.50 samples/sec   Loss 20.5036   LearningRate 0.008868   Epoch: 11   Global Step: 113060   Fp16 Grad Scale: 32768   Required: 25 hours
Training: 2024-03-22 03:27:24,385-Speed 429.18 samples/sec   Loss 21.0234   LearningRate 0.008867   Epoch: 11   Global Step: 113070   Fp16 Grad Scale: 32768   Required: 25 hours
Training: 2024-03-22 03:27:27,374-Speed 428.33 samples/sec   Loss 20.7889   LearningRate 0.008866   Epoch: 11   Global Step: 113080   Fp16 Grad Scale: 32768   Required: 25 hours
Training: 2024-03-22 03:27:30,355-Speed 429.44 samples/sec   Loss 20.9475   LearningRate 0.008865   Epoch: 11   Global Step: 113090   Fp16 Grad Scale: 32768   Required: 25 hours
Training: 2024-03-22 03:27:33,382-Speed 428.60 samples/sec   Loss 21.2390   LearningRate 0.008864   Epoch: 11   Global Step: 113100   Fp16 Grad Scale: 32768   Required: 25 hours
Training: 2024-03-22 03:27:36,376-Speed 427.74 samples/sec   Loss 20.6354   LearningRate 0.008863   Epoch: 11   Global Step: 113110   Fp16 Grad Scale: 32768   Required: 25 hours
Training: 2024-03-22 03:27:39,363-Speed 428.63 samples/sec   Loss 21.2938   LearningRate 0.008862   Epoch: 11   Global Step: 113120   Fp16 Grad Scale: 32768   Required: 25 hours
Training: 2024-03-22 03:27:42,353-Speed 428.16 samples/sec   Loss 20.7672   LearningRate 0.008861   Epoch: 11   Global Step: 113130   Fp16 Grad Scale: 65536   Required: 25 hours
Training: 2024-03-22 03:27:45,331-Speed 430.06 samples/sec   Loss 21.2164   LearningRate 0.008860   Epoch: 11   Global Step: 113140   Fp16 Grad Scale: 32768   Required: 25 hours
Training: 2024-03-22 03:27:48,319-Speed 428.39 samples/sec   Loss 20.9528   LearningRate 0.008859   Epoch: 11   Global Step: 113150   Fp16 Grad Scale: 32768   Required: 25 hours
Training: 2024-03-22 03:27:51,299-Speed 429.93 samples/sec   Loss 21.0106   LearningRate 0.008858   Epoch: 11   Global Step: 113160   Fp16 Grad Scale: 16384   Required: 25 hours
Training: 2024-03-22 03:27:54,290-Speed 428.00 samples/sec   Loss 20.4831   LearningRate 0.008857   Epoch: 11   Global Step: 113170   Fp16 Grad Scale: 16384   Required: 25 hours
Training: 2024-03-22 03:27:57,272-Speed 429.39 samples/sec   Loss 21.3769   LearningRate 0.008856   Epoch: 11   Global Step: 113180   Fp16 Grad Scale: 16384   Required: 25 hours
Training: 2024-03-22 03:28:00,244-Speed 430.66 samples/sec   Loss 20.8267   LearningRate 0.008855   Epoch: 11   Global Step: 113190   Fp16 Grad Scale: 16384   Required: 25 hours
Training: 2024-03-22 03:28:03,299-Speed 429.01 samples/sec   Loss 20.8034   LearningRate 0.008854   Epoch: 11   Global Step: 113200   Fp16 Grad Scale: 16384   Required: 25 hours
Training: 2024-03-22 03:28:06,282-Speed 429.17 samples/sec   Loss 20.8221   LearningRate 0.008853   Epoch: 11   Global Step: 113210   Fp16 Grad Scale: 16384   Required: 25 hours
Training: 2024-03-22 03:28:09,264-Speed 429.44 samples/sec   Loss 21.0831   LearningRate 0.008852   Epoch: 11   Global Step: 113220   Fp16 Grad Scale: 16384   Required: 25 hours
Training: 2024-03-22 03:28:12,235-Speed 430.79 samples/sec   Loss 21.6919   LearningRate 0.008851   Epoch: 11   Global Step: 113230   Fp16 Grad Scale: 16384   Required: 25 hours
Training: 2024-03-22 03:28:15,221-Speed 428.88 samples/sec   Loss 20.5762   LearningRate 0.008850   Epoch: 11   Global Step: 113240   Fp16 Grad Scale: 16384   Required: 25 hours
Training: 2024-03-22 03:28:18,197-Speed 430.11 samples/sec   Loss 21.3270   LearningRate 0.008849   Epoch: 11   Global Step: 113250   Fp16 Grad Scale: 16384   Required: 25 hours
Training: 2024-03-22 03:28:21,282-Speed 429.60 samples/sec   Loss 20.8824   LearningRate 0.008848   Epoch: 11   Global Step: 113260   Fp16 Grad Scale: 32768   Required: 25 hours
Training: 2024-03-22 03:28:24,256-Speed 430.50 samples/sec   Loss 21.2335   LearningRate 0.008847   Epoch: 11   Global Step: 113270   Fp16 Grad Scale: 32768   Required: 25 hours
Training: 2024-03-22 03:28:27,232-Speed 430.06 samples/sec   Loss 20.9586   LearningRate 0.008846   Epoch: 11   Global Step: 113280   Fp16 Grad Scale: 32768   Required: 25 hours
Training: 2024-03-22 03:28:30,208-Speed 430.17 samples/sec   Loss 21.2945   LearningRate 0.008845   Epoch: 11   Global Step: 113290   Fp16 Grad Scale: 32768   Required: 25 hours
Training: 2024-03-22 03:28:33,188-Speed 429.68 samples/sec   Loss 21.1902   LearningRate 0.008844   Epoch: 11   Global Step: 113300   Fp16 Grad Scale: 32768   Required: 25 hours
Training: 2024-03-22 03:28:36,159-Speed 430.90 samples/sec   Loss 20.7446   LearningRate 0.008843   Epoch: 11   Global Step: 113310   Fp16 Grad Scale: 32768   Required: 25 hours
Training: 2024-03-22 03:28:39,273-Speed 426.88 samples/sec   Loss 21.2346   LearningRate 0.008842   Epoch: 11   Global Step: 113320   Fp16 Grad Scale: 32768   Required: 25 hours
Training: 2024-03-22 03:28:42,252-Speed 429.72 samples/sec   Loss 21.2689   LearningRate 0.008841   Epoch: 11   Global Step: 113330   Fp16 Grad Scale: 32768   Required: 25 hours
Training: 2024-03-22 03:28:45,231-Speed 429.75 samples/sec   Loss 21.1022   LearningRate 0.008840   Epoch: 11   Global Step: 113340   Fp16 Grad Scale: 32768   Required: 25 hours
Training: 2024-03-22 03:28:48,206-Speed 430.48 samples/sec   Loss 21.4340   LearningRate 0.008839   Epoch: 11   Global Step: 113350   Fp16 Grad Scale: 32768   Required: 25 hours
Training: 2024-03-22 03:28:51,248-Speed 429.28 samples/sec   Loss 21.7653   LearningRate 0.008838   Epoch: 11   Global Step: 113360   Fp16 Grad Scale: 65536   Required: 25 hours
Training: 2024-03-22 03:28:54,229-Speed 429.54 samples/sec   Loss 20.9302   LearningRate 0.008837   Epoch: 11   Global Step: 113370   Fp16 Grad Scale: 65536   Required: 25 hours
Training: 2024-03-22 03:28:57,195-Speed 431.60 samples/sec   Loss 21.1969   LearningRate 0.008836   Epoch: 11   Global Step: 113380   Fp16 Grad Scale: 32768   Required: 25 hours
Training: 2024-03-22 03:29:00,172-Speed 430.01 samples/sec   Loss 21.3130   LearningRate 0.008835   Epoch: 11   Global Step: 113390   Fp16 Grad Scale: 32768   Required: 25 hours
Training: 2024-03-22 03:29:03,140-Speed 431.34 samples/sec   Loss 21.2424   LearningRate 0.008834   Epoch: 11   Global Step: 113400   Fp16 Grad Scale: 32768   Required: 25 hours
Training: 2024-03-22 03:29:06,116-Speed 430.09 samples/sec   Loss 21.5074   LearningRate 0.008833   Epoch: 11   Global Step: 113410   Fp16 Grad Scale: 32768   Required: 25 hours
Training: 2024-03-22 03:29:09,094-Speed 429.89 samples/sec   Loss 21.0247   LearningRate 0.008832   Epoch: 11   Global Step: 113420   Fp16 Grad Scale: 32768   Required: 25 hours
Training: 2024-03-22 03:29:12,077-Speed 429.62 samples/sec   Loss 21.4607   LearningRate 0.008831   Epoch: 11   Global Step: 113430   Fp16 Grad Scale: 32768   Required: 25 hours
Training: 2024-03-22 03:29:15,064-Speed 429.04 samples/sec   Loss 20.6948   LearningRate 0.008830   Epoch: 11   Global Step: 113440   Fp16 Grad Scale: 32768   Required: 25 hours
Training: 2024-03-22 03:29:18,040-Speed 430.27 samples/sec   Loss 21.2657   LearningRate 0.008829   Epoch: 11   Global Step: 113450   Fp16 Grad Scale: 32768   Required: 25 hours
Training: 2024-03-22 03:29:21,017-Speed 430.04 samples/sec   Loss 20.8466   LearningRate 0.008828   Epoch: 11   Global Step: 113460   Fp16 Grad Scale: 32768   Required: 25 hours
Training: 2024-03-22 03:29:23,986-Speed 431.13 samples/sec   Loss 21.4419   LearningRate 0.008827   Epoch: 11   Global Step: 113470   Fp16 Grad Scale: 32768   Required: 25 hours
Training: 2024-03-22 03:29:26,959-Speed 430.62 samples/sec   Loss 20.7334   LearningRate 0.008826   Epoch: 11   Global Step: 113480   Fp16 Grad Scale: 65536   Required: 25 hours
Training: 2024-03-22 03:29:29,932-Speed 430.60 samples/sec   Loss 20.6237   LearningRate 0.008825   Epoch: 11   Global Step: 113490   Fp16 Grad Scale: 65536   Required: 25 hours
Training: 2024-03-22 03:29:32,898-Speed 431.70 samples/sec   Loss 21.4270   LearningRate 0.008824   Epoch: 11   Global Step: 113500   Fp16 Grad Scale: 32768   Required: 25 hours
Training: 2024-03-22 03:29:35,878-Speed 429.81 samples/sec   Loss 21.3798   LearningRate 0.008823   Epoch: 11   Global Step: 113510   Fp16 Grad Scale: 32768   Required: 25 hours
Training: 2024-03-22 03:29:38,849-Speed 430.81 samples/sec   Loss 20.9313   LearningRate 0.008822   Epoch: 11   Global Step: 113520   Fp16 Grad Scale: 32768   Required: 25 hours
Training: 2024-03-22 03:29:41,835-Speed 428.82 samples/sec   Loss 20.7967   LearningRate 0.008821   Epoch: 11   Global Step: 113530   Fp16 Grad Scale: 32768   Required: 25 hours
Training: 2024-03-22 03:29:44,803-Speed 431.20 samples/sec   Loss 21.4931   LearningRate 0.008820   Epoch: 11   Global Step: 113540   Fp16 Grad Scale: 32768   Required: 25 hours
Training: 2024-03-22 03:29:47,781-Speed 429.90 samples/sec   Loss 21.4283   LearningRate 0.008819   Epoch: 11   Global Step: 113550   Fp16 Grad Scale: 32768   Required: 25 hours
Training: 2024-03-22 03:29:50,753-Speed 430.84 samples/sec   Loss 20.7362   LearningRate 0.008818   Epoch: 11   Global Step: 113560   Fp16 Grad Scale: 32768   Required: 25 hours
Training: 2024-03-22 03:29:53,729-Speed 430.12 samples/sec   Loss 21.3664   LearningRate 0.008817   Epoch: 11   Global Step: 113570   Fp16 Grad Scale: 32768   Required: 25 hours
Training: 2024-03-22 03:29:56,705-Speed 430.19 samples/sec   Loss 21.2521   LearningRate 0.008816   Epoch: 11   Global Step: 113580   Fp16 Grad Scale: 32768   Required: 25 hours
Training: 2024-03-22 03:29:59,683-Speed 429.96 samples/sec   Loss 21.0341   LearningRate 0.008815   Epoch: 11   Global Step: 113590   Fp16 Grad Scale: 32768   Required: 25 hours
Training: 2024-03-22 03:30:02,653-Speed 431.01 samples/sec   Loss 21.5021   LearningRate 0.008814   Epoch: 11   Global Step: 113600   Fp16 Grad Scale: 65536   Required: 25 hours
Training: 2024-03-22 03:30:05,628-Speed 430.30 samples/sec   Loss 21.0616   LearningRate 0.008814   Epoch: 11   Global Step: 113610   Fp16 Grad Scale: 32768   Required: 25 hours
Training: 2024-03-22 03:30:08,603-Speed 430.42 samples/sec   Loss 20.4606   LearningRate 0.008813   Epoch: 11   Global Step: 113620   Fp16 Grad Scale: 32768   Required: 25 hours
Training: 2024-03-22 03:30:11,585-Speed 429.28 samples/sec   Loss 21.0906   LearningRate 0.008812   Epoch: 11   Global Step: 113630   Fp16 Grad Scale: 32768   Required: 25 hours
Training: 2024-03-22 03:30:14,557-Speed 430.82 samples/sec   Loss 21.1107   LearningRate 0.008811   Epoch: 11   Global Step: 113640   Fp16 Grad Scale: 32768   Required: 25 hours
Training: 2024-03-22 03:30:17,538-Speed 429.50 samples/sec   Loss 21.0264   LearningRate 0.008810   Epoch: 11   Global Step: 113650   Fp16 Grad Scale: 32768   Required: 25 hours
Training: 2024-03-22 03:30:20,581-Speed 430.80 samples/sec   Loss 21.3220   LearningRate 0.008809   Epoch: 11   Global Step: 113660   Fp16 Grad Scale: 32768   Required: 25 hours
Training: 2024-03-22 03:30:23,552-Speed 430.94 samples/sec   Loss 21.2506   LearningRate 0.008808   Epoch: 11   Global Step: 113670   Fp16 Grad Scale: 32768   Required: 25 hours
Training: 2024-03-22 03:30:26,526-Speed 430.48 samples/sec   Loss 21.1411   LearningRate 0.008807   Epoch: 11   Global Step: 113680   Fp16 Grad Scale: 32768   Required: 25 hours
Training: 2024-03-22 03:30:29,515-Speed 428.33 samples/sec   Loss 21.5865   LearningRate 0.008806   Epoch: 11   Global Step: 113690   Fp16 Grad Scale: 32768   Required: 25 hours
Training: 2024-03-22 03:30:32,494-Speed 429.73 samples/sec   Loss 20.9738   LearningRate 0.008805   Epoch: 11   Global Step: 113700   Fp16 Grad Scale: 32768   Required: 25 hours
Training: 2024-03-22 03:30:35,463-Speed 431.20 samples/sec   Loss 21.0899   LearningRate 0.008804   Epoch: 11   Global Step: 113710   Fp16 Grad Scale: 32768   Required: 25 hours
Training: 2024-03-22 03:30:38,495-Speed 431.29 samples/sec   Loss 21.5049   LearningRate 0.008803   Epoch: 11   Global Step: 113720   Fp16 Grad Scale: 32768   Required: 25 hours
Training: 2024-03-22 03:30:41,475-Speed 429.56 samples/sec   Loss 21.5747   LearningRate 0.008802   Epoch: 11   Global Step: 113730   Fp16 Grad Scale: 32768   Required: 25 hours
Training: 2024-03-22 03:30:44,456-Speed 429.51 samples/sec   Loss 21.3388   LearningRate 0.008801   Epoch: 11   Global Step: 113740   Fp16 Grad Scale: 32768   Required: 25 hours
Training: 2024-03-22 03:30:47,443-Speed 428.66 samples/sec   Loss 21.3024   LearningRate 0.008800   Epoch: 11   Global Step: 113750   Fp16 Grad Scale: 32768   Required: 25 hours
Training: 2024-03-22 03:30:50,547-Speed 429.86 samples/sec   Loss 20.9059   LearningRate 0.008799   Epoch: 11   Global Step: 113760   Fp16 Grad Scale: 32768   Required: 25 hours
Training: 2024-03-22 03:30:53,528-Speed 429.54 samples/sec   Loss 20.7973   LearningRate 0.008798   Epoch: 11   Global Step: 113770   Fp16 Grad Scale: 32768   Required: 25 hours
Training: 2024-03-22 03:30:56,503-Speed 430.45 samples/sec   Loss 21.6916   LearningRate 0.008797   Epoch: 11   Global Step: 113780   Fp16 Grad Scale: 32768   Required: 25 hours
Training: 2024-03-22 03:30:59,481-Speed 429.87 samples/sec   Loss 21.5002   LearningRate 0.008796   Epoch: 11   Global Step: 113790   Fp16 Grad Scale: 32768   Required: 25 hours
Training: 2024-03-22 03:31:02,459-Speed 429.88 samples/sec   Loss 21.4488   LearningRate 0.008795   Epoch: 11   Global Step: 113800   Fp16 Grad Scale: 32768   Required: 25 hours
Training: 2024-03-22 03:31:05,439-Speed 429.64 samples/sec   Loss 21.2952   LearningRate 0.008794   Epoch: 11   Global Step: 113810   Fp16 Grad Scale: 65536   Required: 25 hours
Training: 2024-03-22 03:31:08,502-Speed 429.25 samples/sec   Loss 21.3587   LearningRate 0.008793   Epoch: 11   Global Step: 113820   Fp16 Grad Scale: 65536   Required: 25 hours
Training: 2024-03-22 03:31:11,474-Speed 430.74 samples/sec   Loss 20.7236   LearningRate 0.008792   Epoch: 11   Global Step: 113830   Fp16 Grad Scale: 32768   Required: 25 hours
Training: 2024-03-22 03:31:14,517-Speed 429.42 samples/sec   Loss 21.1875   LearningRate 0.008791   Epoch: 11   Global Step: 113840   Fp16 Grad Scale: 32768   Required: 25 hours
Training: 2024-03-22 03:31:17,500-Speed 429.32 samples/sec   Loss 21.5978   LearningRate 0.008790   Epoch: 11   Global Step: 113850   Fp16 Grad Scale: 32768   Required: 25 hours
Training: 2024-03-22 03:31:20,480-Speed 429.57 samples/sec   Loss 21.2559   LearningRate 0.008789   Epoch: 11   Global Step: 113860   Fp16 Grad Scale: 32768   Required: 25 hours
Training: 2024-03-22 03:31:23,461-Speed 429.41 samples/sec   Loss 20.8297   LearningRate 0.008788   Epoch: 11   Global Step: 113870   Fp16 Grad Scale: 32768   Required: 25 hours
Training: 2024-03-22 03:31:26,516-Speed 429.70 samples/sec   Loss 21.3712   LearningRate 0.008787   Epoch: 11   Global Step: 113880   Fp16 Grad Scale: 32768   Required: 25 hours
Training: 2024-03-22 03:31:29,497-Speed 429.50 samples/sec   Loss 20.9696   LearningRate 0.008786   Epoch: 11   Global Step: 113890   Fp16 Grad Scale: 32768   Required: 25 hours
Training: 2024-03-22 03:31:32,481-Speed 429.05 samples/sec   Loss 21.5797   LearningRate 0.008785   Epoch: 11   Global Step: 113900   Fp16 Grad Scale: 32768   Required: 25 hours
Training: 2024-03-22 03:31:35,462-Speed 429.46 samples/sec   Loss 21.4843   LearningRate 0.008784   Epoch: 11   Global Step: 113910   Fp16 Grad Scale: 32768   Required: 25 hours
Training: 2024-03-22 03:31:38,436-Speed 430.47 samples/sec   Loss 21.3248   LearningRate 0.008783   Epoch: 11   Global Step: 113920   Fp16 Grad Scale: 16384   Required: 25 hours
Training: 2024-03-22 03:31:41,430-Speed 427.65 samples/sec   Loss 20.9107   LearningRate 0.008782   Epoch: 11   Global Step: 113930   Fp16 Grad Scale: 16384   Required: 25 hours
Training: 2024-03-22 03:31:44,415-Speed 428.85 samples/sec   Loss 20.4584   LearningRate 0.008781   Epoch: 11   Global Step: 113940   Fp16 Grad Scale: 16384   Required: 25 hours
Training: 2024-03-22 03:31:47,396-Speed 429.41 samples/sec   Loss 21.7625   LearningRate 0.008780   Epoch: 11   Global Step: 113950   Fp16 Grad Scale: 16384   Required: 25 hours
Training: 2024-03-22 03:31:50,386-Speed 429.42 samples/sec   Loss 21.7069   LearningRate 0.008779   Epoch: 11   Global Step: 113960   Fp16 Grad Scale: 16384   Required: 25 hours
Training: 2024-03-22 03:31:53,364-Speed 429.91 samples/sec   Loss 21.3929   LearningRate 0.008778   Epoch: 11   Global Step: 113970   Fp16 Grad Scale: 16384   Required: 25 hours
Training: 2024-03-22 03:31:56,357-Speed 427.71 samples/sec   Loss 21.2104   LearningRate 0.008777   Epoch: 11   Global Step: 113980   Fp16 Grad Scale: 16384   Required: 25 hours
Training: 2024-03-22 03:31:59,335-Speed 429.84 samples/sec   Loss 21.4668   LearningRate 0.008776   Epoch: 11   Global Step: 113990   Fp16 Grad Scale: 16384   Required: 25 hours
Training: 2024-03-22 03:32:02,385-Speed 429.42 samples/sec   Loss 21.1286   LearningRate 0.008775   Epoch: 11   Global Step: 114000   Fp16 Grad Scale: 16384   Required: 25 hours
Training: 2024-03-22 03:32:05,374-Speed 428.38 samples/sec   Loss 20.9217   LearningRate 0.008774   Epoch: 11   Global Step: 114010   Fp16 Grad Scale: 16384   Required: 25 hours
Training: 2024-03-22 03:32:08,402-Speed 429.46 samples/sec   Loss 21.8141   LearningRate 0.008773   Epoch: 11   Global Step: 114020   Fp16 Grad Scale: 16384   Required: 25 hours
Training: 2024-03-22 03:32:11,394-Speed 427.94 samples/sec   Loss 21.4735   LearningRate 0.008772   Epoch: 11   Global Step: 114030   Fp16 Grad Scale: 16384   Required: 25 hours
Training: 2024-03-22 03:32:14,446-Speed 426.79 samples/sec   Loss 21.6687   LearningRate 0.008771   Epoch: 11   Global Step: 114040   Fp16 Grad Scale: 16384   Required: 25 hours
Training: 2024-03-22 03:32:17,422-Speed 430.19 samples/sec   Loss 21.4984   LearningRate 0.008770   Epoch: 11   Global Step: 114050   Fp16 Grad Scale: 16384   Required: 25 hours
Training: 2024-03-22 03:32:20,406-Speed 429.01 samples/sec   Loss 20.6925   LearningRate 0.008769   Epoch: 11   Global Step: 114060   Fp16 Grad Scale: 16384   Required: 25 hours
Training: 2024-03-22 03:32:23,386-Speed 429.66 samples/sec   Loss 21.1954   LearningRate 0.008768   Epoch: 11   Global Step: 114070   Fp16 Grad Scale: 16384   Required: 25 hours
Training: 2024-03-22 03:32:26,459-Speed 429.82 samples/sec   Loss 21.1149   LearningRate 0.008767   Epoch: 11   Global Step: 114080   Fp16 Grad Scale: 16384   Required: 25 hours
Training: 2024-03-22 03:32:29,447-Speed 428.36 samples/sec   Loss 21.5117   LearningRate 0.008766   Epoch: 11   Global Step: 114090   Fp16 Grad Scale: 16384   Required: 25 hours
Training: 2024-03-22 03:32:32,431-Speed 429.05 samples/sec   Loss 21.0732   LearningRate 0.008765   Epoch: 11   Global Step: 114100   Fp16 Grad Scale: 16384   Required: 25 hours
